,level_0,index,Flag,Shortcut,Country,Gold,Silver,Bronze,Total,Place,Year
581,581,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bg,BUL,Bulgaria,0.0,1.0,2.0,3.0,salt lake city,2002
582,582,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pl,POL,Poland,0.0,1.0,1.0,2.0,salt lake city,2002
583,583,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,0.0,1.0,1.0,2.0,salt lake city,2002
584,584,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/by,BLR,Belarus,0.0,0.0,1.0,1.0,salt lake city,2002
585,585,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/si,SLO,Slovenia,0.0,0.0,1.0,1.0,salt lake city,2002
586,586,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,37.0,24.0,32.0,93.0,sydney,2000
587,587,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ru,RUS,Russian Federation,32.0,28.0,29.0,89.0,sydney,2000
588,588,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cn,CHN,People's Republic of China,28.0,16.0,14.0,58.0,sydney,2000
589,589,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,16.0,25.0,17.0,58.0,sydney,2000
590,590,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,GER,Germany,13.0,17.0,26.0,56.0,sydney,2000
591,591,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,13.0,14.0,11.0,38.0,sydney,2000
592,592,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,13.0,8.0,13.0,34.0,sydney,2000
593,593,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,12.0,9.0,4.0,25.0,sydney,2000
594,594,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cu,CUB,Cuba,11.0,11.0,7.0,29.0,sydney,2000
595,595,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,11.0,10.0,7.0,28.0,sydney,2000
596,596,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ro,ROU,Romania,11.0,6.0,9.0,26.0,sydney,2000
597,597,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kr,KOR,Republic of Korea,8.0,10.0,10.0,28.0,sydney,2000
598,598,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hu,HUN,Hungary,8.0,6.0,3.0,17.0,sydney,2000
599,599,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pl,POL,Poland,6.0,5.0,3.0,14.0,sydney,2000
600,600,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,5.0,8.0,5.0,18.0,sydney,2000
601,601,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bg,BUL,Bulgaria,5.0,6.0,2.0,13.0,sydney,2000
602,602,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gr,GRE,Greece,4.0,6.0,3.0,13.0,sydney,2000
603,603,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,4.0,5.0,3.0,12.0,sydney,2000
604,604,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,4.0,3.0,3.0,10.0,sydney,2000
605,605,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/et,ETH,Ethiopia,4.0,1.0,3.0,8.0,sydney,2000
606,606,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ua,UKR,Ukraine,3.0,10.0,10.0,23.0,sydney,2000
607,607,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kz,KAZ,Kazakhstan,3.0,4.0,0.0,7.0,sydney,2000
608,608,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/by,BLR,Belarus,3.0,3.0,11.0,17.0,sydney,2000
609,609,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,3.0,3.0,8.0,14.0,sydney,2000
610,610,24,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/es,ESP,Spain,3.0,3.0,5.0,11.0,sydney,2000
611,611,25,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tr,TUR,Turkey,3.0,0.0,2.0,5.0,sydney,2000
612,612,26,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ir,IRI,Islamic Republic of Iran,3.0,0.0,1.0,4.0,sydney,2000
613,613,27,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cz,CZE,Czech Republic,2.0,3.0,3.0,8.0,sydney,2000
614,614,28,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ke,KEN,Kenya,2.0,3.0,2.0,7.0,sydney,2000
615,615,29,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dk,DEN,Denmark,2.0,3.0,1.0,6.0,sydney,2000
616,616,30,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,2.0,1.0,1.0,4.0,sydney,2000
617,617,31,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,2.0,1.0,0.0,3.0,sydney,2000
618,618,32,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lt,LTU,Lithuania,2.0,0.0,3.0,5.0,sydney,2000
619,619,33,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/az,AZE,Azerbaijan,2.0,0.0,1.0,3.0,sydney,2000
620,620,34,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bs,BAH,Bahamas,2.0,0.0,1.0,3.0,sydney,2000
621,621,35,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/si,SLO,Slovenia,2.0,0.0,0.0,2.0,sydney,2000
622,622,36,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,1.0,6.0,2.0,9.0,sydney,2000
623,623,37,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/id,INA,Indonesia,1.0,3.0,2.0,6.0,sydney,2000
624,624,38,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/sk,SVK,Slovakia,1.0,3.0,1.0,5.0,sydney,2000
625,625,39,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mx,MEX,Mexico,1.0,2.0,3.0,6.0,sydney,2000
626,626,40,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ng,NGR,Nigeria,1.0,2.0,0.0,3.0,sydney,2000
627,627,41,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dz,ALG,Algeria,1.0,1.0,3.0,5.0,sydney,2000
628,628,42,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/uz,UZB,Uzbekistan,1.0,1.0,2.0,4.0,sydney,2000
629,629,43,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/csxx,SCG,Serbia and Montenegro,1.0,1.0,1.0,3.0,sydney,2000
630,630,44,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lv,LAT,Latvia,1.0,1.0,1.0,3.0,sydney,2000
631,631,45,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nz,NZL,New Zealand,1.0,0.0,3.0,4.0,sydney,2000
632,632,46,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/th,THA,Thailand,1.0,0.0,2.0,3.0,sydney,2000
633,633,47,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ee,EST,Estonia,1.0,0.0,2.0,3.0,sydney,2000
634,634,48,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hr,CRO,Croatia,1.0,0.0,1.0,2.0,sydney,2000
635,635,49,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cm,CMR,Cameroon,1.0,0.0,0.0,1.0,sydney,2000
636,636,50,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/co,COL,Colombia,1.0,0.0,0.0,1.0,sydney,2000
637,637,51,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mz,MOZ,Mozambique,1.0,0.0,0.0,1.0,sydney,2000
638,638,52,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/br,BRA,Brazil,0.0,6.0,6.0,12.0,sydney,2000
639,639,53,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jm,JAM,Jamaica,0.0,6.0,3.0,9.0,sydney,2000
640,640,54,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/be,BEL,Belgium,0.0,2.0,3.0,5.0,sydney,2000
641,641,55,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/za,RSA,South Africa,0.0,2.0,3.0,5.0,sydney,2000
642,642,56,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ar,ARG,Argentina,0.0,2.0,2.0,4.0,sydney,2000
643,643,57,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tw,TPE,Chinese Taipei,0.0,1.0,4.0,5.0,sydney,2000
644,644,58,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ma,MAR,Morocco,0.0,1.0,4.0,5.0,sydney,2000
645,645,59,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kp,PRK,Democratic People's Republic of Korea,0.0,1.0,3.0,4.0,sydney,2000
646,646,60,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/sa,KSA,Saudi Arabia,0.0,1.0,1.0,2.0,sydney,2000
647,647,61,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/md,MDA,Republic of Moldova,0.0,1.0,1.0,2.0,sydney,2000
648,648,62,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tt,TTO,Trinidad and Tobago,0.0,1.0,1.0,2.0,sydney,2000
649,649,63,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ie,IRL,Ireland,0.0,1.0,0.0,1.0,sydney,2000
650,650,64,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/uy,URU,Uruguay,0.0,1.0,0.0,1.0,sydney,2000
651,651,65,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/vn,VIE,Vietnam,0.0,1.0,0.0,1.0,sydney,2000
652,652,66,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lk,SRI,Sri Lanka,0.0,1.0,0.0,1.0,sydney,2000
653,653,67,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ge,GEO,Georgia,0.0,0.0,6.0,6.0,sydney,2000
654,654,68,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pt,POR,Portugal,0.0,0.0,2.0,2.0,sydney,2000
655,655,69,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cr,CRC,Costa Rica,0.0,0.0,2.0,2.0,sydney,2000
656,656,70,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/qa,QAT,Qatar,0.0,0.0,1.0,1.0,sydney,2000
657,657,71,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/il,ISR,Israel,0.0,0.0,1.0,1.0,sydney,2000
658,658,72,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/in,IND,India,0.0,0.0,1.0,1.0,sydney,2000
659,659,73,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/is,ISL,Iceland,0.0,0.0,1.0,1.0,sydney,2000
660,660,74,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/am,ARM,Armenia,0.0,0.0,1.0,1.0,sydney,2000
661,661,75,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kw,KUW,Kuwait,0.0,0.0,1.0,1.0,sydney,2000
662,662,76,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kg,KGZ,Kyrgyzstan,0.0,0.0,1.0,1.0,sydney,2000
663,663,77,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mk,MKD,North Macedonia,0.0,0.0,1.0,1.0,sydney,2000
664,664,78,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cl,CHI,Chile,0.0,0.0,1.0,1.0,sydney,2000
665,665,79,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bb,BAR,Barbados,0.0,0.0,1.0,1.0,sydney,2000
666,666,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,GER,Germany,12.0,9.0,8.0,29.0,nagano,1998
667,667,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,10.0,10.0,5.0,25.0,nagano,1998
668,668,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ru,RUS,Russian Federation,9.0,6.0,3.0,18.0,nagano,1998
669,669,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,6.0,5.0,4.0,15.0,nagano,1998
670,670,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,6.0,3.0,4.0,13.0,nagano,1998
671,671,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,5.0,4.0,2.0,11.0,nagano,1998
672,672,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,5.0,1.0,4.0,10.0,nagano,1998
673,673,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,3.0,5.0,9.0,17.0,nagano,1998
674,674,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kr,KOR,Republic of Korea,3.0,1.0,2.0,6.0,nagano,1998
675,675,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,2.0,6.0,2.0,10.0,nagano,1998
676,676,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,2.0,4.0,6.0,12.0,nagano,1998
677,677,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,2.0,2.0,3.0,7.0,nagano,1998
678,678,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,2.0,1.0,5.0,8.0,nagano,1998
679,679,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cz,CZE,Czech Republic,1.0,1.0,1.0,3.0,nagano,1998
680,680,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bg,BUL,Bulgaria,1.0,0.0,0.0,1.0,nagano,1998
681,681,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cn,CHN,People's Republic of China,0.0,6.0,2.0,8.0,nagano,1998
682,682,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,0.0,2.0,1.0,3.0,nagano,1998
683,683,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ua,UKR,Ukraine,0.0,1.0,0.0,1.0,nagano,1998
684,684,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dk,DEN,Denmark,0.0,1.0,0.0,1.0,nagano,1998
685,685,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kz,KAZ,Kazakhstan,0.0,0.0,2.0,2.0,nagano,1998
686,686,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/by,BLR,Belarus,0.0,0.0,2.0,2.0,nagano,1998
687,687,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/be,BEL,Belgium,0.0,0.0,1.0,1.0,nagano,1998
688,688,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,0.0,0.0,1.0,1.0,nagano,1998
689,689,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,0.0,0.0,1.0,1.0,nagano,1998
690,690,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,44.0,32.0,25.0,101.0,atlanta,1996
691,691,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ru,RUS,Russian Federation,26.0,21.0,16.0,63.0,atlanta,1996
692,692,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,GER,Germany,20.0,18.0,27.0,65.0,atlanta,1996
693,693,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cn,CHN,People's Republic of China,16.0,22.0,12.0,50.0,atlanta,1996
694,694,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,15.0,7.0,15.0,37.0,atlanta,1996
695,695,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,13.0,10.0,12.0,35.0,atlanta,1996
696,696,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,9.0,9.0,23.0,41.0,atlanta,1996
697,697,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cu,CUB,Cuba,9.0,8.0,8.0,25.0,atlanta,1996
698,698,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ua,UKR,Ukraine,9.0,2.0,12.0,23.0,atlanta,1996
699,699,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kr,KOR,Republic of Korea,7.0,15.0,5.0,27.0,atlanta,1996
700,700,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pl,POL,Poland,7.0,5.0,5.0,17.0,atlanta,1996
701,701,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hu,HUN,Hungary,7.0,4.0,10.0,21.0,atlanta,1996
702,702,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/es,ESP,Spain,5.0,6.0,6.0,17.0,atlanta,1996
703,703,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ro,ROU,Romania,4.0,7.0,9.0,20.0,atlanta,1996
704,704,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,4.0,5.0,10.0,19.0,atlanta,1996
705,705,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gr,GRE,Greece,4.0,4.0,0.0,8.0,atlanta,1996
706,706,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cz,CZE,Czech Republic,4.0,3.0,4.0,11.0,atlanta,1996
707,707,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,4.0,3.0,0.0,7.0,atlanta,1996
708,708,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dk,DEN,Denmark,4.0,1.0,1.0,6.0,atlanta,1996
709,709,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tr,TUR,Turkey,4.0,1.0,1.0,6.0,atlanta,1996
710,710,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,3.0,11.0,8.0,22.0,atlanta,1996
711,711,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bg,BUL,Bulgaria,3.0,7.0,5.0,15.0,atlanta,1996
712,712,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,3.0,6.0,5.0,14.0,atlanta,1996
713,713,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kz,KAZ,Kazakhstan,3.0,4.0,4.0,11.0,atlanta,1996
714,714,24,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/br,BRA,Brazil,3.0,3.0,9.0,15.0,atlanta,1996
715,715,25,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nz,NZL,New Zealand,3.0,2.0,1.0,6.0,atlanta,1996
716,716,26,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/za,RSA,South Africa,3.0,1.0,1.0,5.0,atlanta,1996
717,717,27,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ie,IRL,Ireland,3.0,0.0,1.0,4.0,atlanta,1996
718,718,28,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,2.0,4.0,2.0,8.0,atlanta,1996
719,719,29,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,2.0,2.0,3.0,7.0,atlanta,1996
720,720,30,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/be,BEL,Belgium,2.0,2.0,2.0,6.0,atlanta,1996
721,721,31,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ng,NGR,Nigeria,2.0,1.0,3.0,6.0,atlanta,1996
722,722,32,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kp,PRK,Democratic People's Republic of Korea,2.0,1.0,2.0,5.0,atlanta,1996
723,723,33,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dz,ALG,Algeria,2.0,0.0,1.0,3.0,atlanta,1996
724,724,34,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/et,ETH,Ethiopia,2.0,0.0,1.0,3.0,atlanta,1996
725,725,35,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,1.0,8.0,6.0,15.0,atlanta,1996
726,726,36,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/by,BLR,Belarus,1.0,6.0,8.0,15.0,atlanta,1996
727,727,37,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ke,KEN,Kenya,1.0,4.0,3.0,8.0,atlanta,1996
728,728,38,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jm,JAM,Jamaica,1.0,3.0,2.0,6.0,atlanta,1996
729,729,39,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,1.0,2.0,1.0,4.0,atlanta,1996
730,730,40,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/csxx,SCG,Serbia and Montenegro,1.0,1.0,2.0,4.0,atlanta,1996
731,731,41,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/id,INA,Indonesia,1.0,1.0,2.0,4.0,atlanta,1996
732,732,42,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/sk,SVK,Slovakia,1.0,1.0,1.0,3.0,atlanta,1996
733,733,43,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ir,IRI,Islamic Republic of Iran,1.0,1.0,1.0,3.0,atlanta,1996
734,734,44,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hr,CRO,Croatia,1.0,1.0,0.0,2.0,atlanta,1996
735,735,45,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/am,ARM,Armenia,1.0,1.0,0.0,2.0,atlanta,1996
736,736,46,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/th,THA,Thailand,1.0,0.0,1.0,2.0,atlanta,1996
737,737,47,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pt,POR,Portugal,1.0,0.0,1.0,2.0,atlanta,1996
738,738,48,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/sy,SYR,Syrian Arab Republic,1.0,0.0,0.0,1.0,atlanta,1996
739,739,49,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cr,CRC,Costa Rica,1.0,0.0,0.0,1.0,atlanta,1996
740,740,50,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hk,HKG,"Hong Kong, China",1.0,0.0,0.0,1.0,atlanta,1996
741,741,51,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bi,BDI,Burundi,1.0,0.0,0.0,1.0,atlanta,1996
742,742,52,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ec,ECU,Ecuador,1.0,0.0,0.0,1.0,atlanta,1996
743,743,53,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ar,ARG,Argentina,0.0,2.0,1.0,3.0,atlanta,1996
744,744,54,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/si,SLO,Slovenia,0.0,2.0,0.0,2.0,atlanta,1996
